display,name_kr,name_en,ticker,type,enabled,aliases
서진시스템,서진시스템,,178320.KQ,company,1,
한익스프레스,한익스프레스,,014130.KS,company,1,
엑스게이트,엑스게이트,,356680.KQ,company,1,
SPC삼립,SPC삼립,,005610.KS,company,1,
팬젠,팬젠,,222110.KQ,company,1,
벡트,벡트,,457600.KQ,company,1,
제이씨현시스템,제이씨현시스템,,033320.KQ,company,1,
MH에탄올,MH에탄올,,023150.KS,company,1,
탑엔지니어링,탑엔지니어링,,065130.KQ,company,1,
삼성카드,삼성카드,,029780.KS,company,1,
와이즈버즈,와이즈버즈,,273060.KQ,company,1,
사조동아원,사조동아원,,008040.KS,company,1,
신영스팩10호,신영스팩10호,,472220.KQ,company,1,
GS리테일,GS리테일,,007070.KS,company,1,
에이치엠씨제7호스팩,에이치엠씨제7호스팩,,477340.KQ,company,1,
지누스,지누스,,013890.KS,company,1,
에이스테크,에이스테크,,088800.KQ,company,1,
한울소재과학,한울소재과학,,091440.KQ,company,1,
고영,고영,,098460.KQ,company,1,
에스에너지,에스에너지,,095910.KQ,company,1,
장원테크,장원테크,,174880.KQ,company,1,
아시아경제,아시아경제,,127710.KQ,company,1,
제너셈,제너셈,,217190.KQ,company,1,
제노레이,제노레이,,122310.KQ,company,1,
알엔투테크놀로지,알엔투테크놀로지,,148250.KQ,company,1,
엔투텍,엔투텍,,227950.KQ,company,1,
피엔에이치테크,피엔에이치테크,,239890.KQ,company,1,
보라티알,보라티알,,250000.KQ,company,1,
와이엠텍,와이엠텍,,273640.KQ,company,1,
알로이스,알로이스,,297570.KQ,company,1,
토탈소프트,토탈소프트,,045340.KQ,company,1,
신스틸,신스틸,,162300.KQ,company,1,
롯데하이마트,롯데하이마트,,071840.KS,company,1,
HS애드,HS애드,,035000.KS,company,1,
동일기연,동일기연,,032960.KQ,company,1,
프레스티지바이오로직스,프레스티지바이오로직스,,334970.KQ,company,1,
온코크로스,온코크로스,,382150.KQ,company,1,
에이텀,에이텀,,355690.KQ,company,1,
오브젠,오브젠,,417860.KQ,company,1,
시큐레터,시큐레터,,418250.KQ,company,1,
LS에코에너지,LS에코에너지,,229640.KS,company,1,
AP시스템,AP시스템,,265520.KQ,company,1,
한국피아이엠,한국피아이엠,,448900.KQ,company,1,
HDC랩스,HDC랩스,,039570.KS,company,1,
삼화네트웍스,삼화네트웍스,,046390.KQ,company,1,
웨이버스,웨이버스,,336060.KQ,company,1,
와이제이링크,와이제이링크,,209640.KQ,company,1,
녹십자웰빙,녹십자웰빙,,234690.KQ,company,1,
포스코스틸리온,포스코스틸리온,,058430.KS,company,1,
포스코퓨처엠,포스코퓨처엠,,003670.KS,company,1,
마니커,마니커,,027740.KS,company,1,
세아홀딩스,세아홀딩스,,058650.KS,company,1,
해성디에스,해성디에스,,195870.KS,company,1,
HS효성첨단소재,HS효성첨단소재,,298050.KS,company,1,
유바이오로직스,유바이오로직스,,206650.KQ,company,1,
이지스레지던스리츠,이지스레지던스리츠,,350520.KS,company,1,
젬백스,젬백스,,082270.KQ,company,1,
SDN,SDN,,099220.KQ,company,1,
와이지엔터테인먼트,와이지엔터테인먼트,,122870.KQ,company,1,
쓰리에이로직스,쓰리에이로직스,,177900.KQ,company,1,
케이씨피드,케이씨피드,,025880.KQ,company,1,
남양유업,남양유업,,003920.KS,company,1,
매일홀딩스,매일홀딩스,,005990.KQ,company,1,
엠오티,엠오티,,413390.KQ,company,1,
파멥신,파멥신,,208340.KQ,company,1,
광진실업,광진실업,,026910.KQ,company,1,
드림텍,드림텍,,192650.KS,company,1,
한중엔시에스,한중엔시에스,,107640.KQ,company,1,
미래에셋비전스팩6호,미래에셋비전스팩6호,,478440.KQ,company,1,
퀄리타스반도체,퀄리타스반도체,,432720.KQ,company,1,
대한제당,대한제당,,001790.KS,company,1,
한탑,한탑,,002680.KQ,company,1,
대한제분,대한제분,,001130.KS,company,1,
한일사료,한일사료,,005860.KQ,company,1,
대상,대상,,001680.KS,company,1,
팜스토리,팜스토리,,027710.KQ,company,1,
삼양식품,삼양식품,,003230.KS,company,1,
모아텍,모아텍,,033200.KQ,company,1,
이지홀딩스,이지홀딩스,,035810.KQ,company,1,
서울식품공업,서울식품공업,,004410.KS,company,1,
드림어스컴퍼니,드림어스컴퍼니,,060570.KQ,company,1,
iMBC,iMBC,,052220.KQ,company,1,
우성,우성,,006980.KS,company,1,
스톰테크,스톰테크,,352090.KQ,company,1,
한국공항,한국공항,,005430.KS,company,1,
한국쉘석유,한국쉘석유,,002960.KS,company,1,
에이비프로바이오,에이비프로바이오,,195990.KQ,company,1,
쇼박스,쇼박스,,086980.KQ,company,1,
야스,야스,,255440.KQ,company,1,
씨아이테크,씨아이테크,,004920.KS,company,1,
와이투솔루션,와이투솔루션,,011690.KS,company,1,
서호전기,서호전기,,065710.KQ,company,1,
코스나인,코스나인,,082660.KQ,company,1,
우주일렉트로,우주일렉트로,,065680.KQ,company,1,
기업은행,기업은행,,024110.KS,company,1,
한국전자인증,한국전자인증,,041460.KQ,company,1,
신한글로벌액티브리츠,신한글로벌액티브리츠,,481850.KS,company,1,
민테크,민테크,,452200.KQ,company,1,
디지캡,디지캡,,197140.KQ,company,1,
삼익THK,삼익THK,,004380.KS,company,1,
TS트릴리온,TS트릴리온,,317240.KQ,company,1,
스마트레이더시스템,스마트레이더시스템,,424960.KQ,company,1,
위너스,위너스,,479960.KQ,company,1,
MDS테크,MDS테크,,086960.KQ,company,1,
테크엘,테크엘,,064520.KQ,company,1,
슈피겐코리아,슈피겐코리아,,192440.KQ,company,1,
광림,광림,,014200.KQ,company,1,
아모텍,아모텍,,052710.KQ,company,1,
강스템바이오텍,강스템바이오텍,,217730.KQ,company,1,
모트렉스,모트렉스,,118990.KQ,company,1,
캐리,캐리,,313760.KQ,company,1,
SKC,SKC,,011790.KS,company,1,
태성,태성,,323280.KQ,company,1,
비에이치아이,비에이치아이,,083650.KQ,company,1,
드림인사이트,드림인사이트,,362990.KQ,company,1,
미래에셋비전스팩7호,미래에셋비전스팩7호,,482680.KQ,company,1,
비비씨,비비씨,,318410.KQ,company,1,
진영,진영,,285800.KQ,company,1,
조흥,조흥,,002600.KS,company,1,
쎄트렉아이,쎄트렉아이,,099320.KQ,company,1,
아미코젠,아미코젠,,092040.KQ,company,1,
에스앤디,에스앤디,,260970.KQ,company,1,
해태제과식품,해태제과식품,,101530.KS,company,1,
조이시티,조이시티,,067000.KQ,company,1,
인피니트헬스케어,인피니트헬스케어,,071200.KQ,company,1,
대교,대교,,019680.KS,company,1,
이랜텍,이랜텍,,054210.KQ,company,1,
와이랩,와이랩,,432430.KQ,company,1,
스튜디오드래곤,스튜디오드래곤,,253450.KQ,company,1,
디아이티,디아이티,,110990.KQ,company,1,
유비벨록스,유비벨록스,,089850.KQ,company,1,
동아쏘시오홀딩스,동아쏘시오홀딩스,,000640.KS,company,1,
리튬포어스,리튬포어스,,073570.KQ,company,1,
동아에스티,동아에스티,,170900.KS,company,1,
DGI,DGI,,099520.KQ,company,1,
씨피시스템,씨피시스템,,413630.KQ,company,1,
미래반도체,미래반도체,,254490.KQ,company,1,
하이젠알앤엠,하이젠알앤엠,,160190.KQ,company,1,
한국맥널티,한국맥널티,,222980.KQ,company,1,
CJ제일제당,CJ제일제당,,097950.KS,company,1,
선진,선진,,136490.KS,company,1,
노바렉스,노바렉스,,194700.KQ,company,1,
삼양사,삼양사,,145990.KS,company,1,
팜스빌,팜스빌,,318010.KQ,company,1,
샘표식품,샘표식품,,248170.KS,company,1,
크라운제과,크라운제과,,264900.KS,company,1,
에이치피오,에이치피오,,357230.KQ,company,1,
오리온,오리온,,271560.KS,company,1,
미래생명자원,미래생명자원,,218150.KQ,company,1,
롯데웰푸드,롯데웰푸드,,280360.KS,company,1,
뉴트리,뉴트리,,270870.KQ,company,1,
온코닉테라퓨틱스,온코닉테라퓨틱스,,476060.KQ,company,1,
KBG,KBG,,318000.KQ,company,1,
경동나비엔,경동나비엔,,009450.KS,company,1,
남화토건,남화토건,,091590.KQ,company,1,
남광토건,남광토건,,001260.KS,company,1,
스페코,스페코,,013810.KQ,company,1,
에스엠코어,에스엠코어,,007820.KQ,company,1,
대창,대창,,012800.KS,company,1,
한국알콜,한국알콜,,017890.KQ,company,1,
동원산업,동원산업,,006040.KS,company,1,
유진기업,유진기업,,023410.KQ,company,1,
아이즈비전,아이즈비전,,031310.KQ,company,1,
보해양조,보해양조,,000890.KS,company,1,
에스엘,에스엘,,005850.KS,company,1,
대아티아이,대아티아이,,045390.KQ,company,1,
SK디스커버리,SK디스커버리,,006120.KS,company,1,
코데즈컴바인,코데즈컴바인,,047770.KQ,company,1,
한성크린텍,한성크린텍,,066980.KQ,company,1,
동원시스템즈,동원시스템즈,,014820.KS,company,1,
한라IMS,한라IMS,,092460.KQ,company,1,
유화증권,유화증권,,003460.KS,company,1,
KB제30호스팩,KB제30호스팩,,486630.KQ,company,1,
소룩스,소룩스,,290690.KQ,company,1,
제이엔케이글로벌,제이엔케이글로벌,,126880.KQ,company,1,
인산가,인산가,,277410.KQ,company,1,
위지윅스튜디오,위지윅스튜디오,,299900.KQ,company,1,
휴럼,휴럼,,353190.KQ,company,1,
이지바이오,이지바이오,,353810.KQ,company,1,
오에스피,오에스피,,368970.KQ,company,1,
경동제약,경동제약,,011040.KQ,company,1,
고려제약,고려제약,,014570.KQ,company,1,
국제약품,국제약품,,002720.KS,company,1,
대한약품,대한약품,,023910.KQ,company,1,
동구바이오제약,동구바이오제약,,006620.KQ,company,1,
동국제약,동국제약,,086450.KQ,company,1,
원익피앤이,원익피앤이,,217820.KQ,company,1,
GST,GST,,083450.KQ,company,1,
일성건설,일성건설,,013360.KS,company,1,
이엠텍,이엠텍,,091120.KQ,company,1,
OCI홀딩스,OCI홀딩스,,010060.KS,company,1,
제넥신,제넥신,,095700.KQ,company,1,
휴스틸,휴스틸,,005010.KS,company,1,
휴메딕스,휴메딕스,,200670.KQ,company,1,
코스맥스엔비티,코스맥스엔비티,,222040.KQ,company,1,
한국앤컴퍼니,한국앤컴퍼니,,000240.KS,company,1,
삼기,삼기,,122350.KQ,company,1,
코스모화학,코스모화학,,005420.KS,company,1,
씨이랩,씨이랩,,189330.KQ,company,1,
한창제지,한창제지,,009460.KS,company,1,
코아시아씨엠,코아시아씨엠,,196450.KQ,company,1,
HDC,HDC,,012630.KS,company,1,
강동씨앤엘,강동씨앤엘,,198440.KQ,company,1,
HMM,HMM,,011200.KS,company,1,
기신정기,기신정기,,092440.KS,company,1,
진도,진도,,088790.KS,company,1,
하스,하스,,450330.KQ,company,1,
폴라리스AI,폴라리스AI,,039980.KQ,company,1,
SCL사이언스,SCL사이언스,,246960.KQ,company,1,
백산,백산,,035150.KS,company,1,
한솔로지스틱스,한솔로지스틱스,,009180.KS,company,1,
안국약품,안국약품,,001540.KQ,company,1,
영흥,영흥,,012160.KS,company,1,
오션인더블유,오션인더블유,,052300.KQ,company,1,
한컴라이프케어,한컴라이프케어,,372910.KS,company,1,
한솔제지,한솔제지,,213500.KS,company,1,
케어랩스,케어랩스,,263700.KQ,company,1,
수산아이앤티,수산아이앤티,,050960.KQ,company,1,
부광약품,부광약품,,003000.KS,company,1,
삼성제약,삼성제약,,001360.KS,company,1,
삼아제약,삼아제약,,009300.KQ,company,1,
삼천당제약,삼천당제약,,000250.KQ,company,1,
녹십자,녹십자,,006280.KS,company,1,
서울제약,서울제약,,018680.KQ,company,1,
팜젠사이언스,팜젠사이언스,,004720.KS,company,1,
신신제약,신신제약,,002800.KQ,company,1,
신일제약,신일제약,,012790.KQ,company,1,
영진약품,영진약품,,003520.KS,company,1,
유유제약,유유제약,,000220.KS,company,1,
일동홀딩스,일동홀딩스,,000230.KS,company,1,
JW중외제약,JW중외제약,,001060.KS,company,1,
유나이티드,유나이티드,,033270.KS,company,1,
한독,한독,,002390.KS,company,1,
대양금속,대양금속,,009190.KS,company,1,
씨유메디칼,씨유메디칼,,115480.KQ,company,1,
드림시큐리티,드림시큐리티,,203650.KQ,company,1,
넥센,넥센,,005720.KS,company,1,
넥센타이어,넥센타이어,,002350.KS,company,1,
선샤인푸드,선샤인푸드,,217620.KQ,company,1,
동아지질,동아지질,,028100.KS,company,1,
본느,본느,,226340.KQ,company,1,
한국토지신탁,한국토지신탁,,034830.KS,company,1,
코오롱ENP,코오롱ENP,,138490.KS,company,1,
형지글로벌,형지글로벌,,308100.KQ,company,1,
HDC현대EP,HDC현대EP,,089470.KS,company,1,
HLB바이오스텝,HLB바이오스텝,,278650.KQ,company,1,
AJ네트웍스,AJ네트웍스,,095570.KS,company,1,
에브리봇,에브리봇,,270660.KQ,company,1,
LX하우시스,LX하우시스,,108670.KS,company,1,
코윈테크,코윈테크,,282880.KQ,company,1,
코오롱인더,코오롱인더,,120110.KS,company,1,
에스디바이오센서,에스디바이오센서,,137310.KS,company,1,
한솔테크닉스,한솔테크닉스,,004710.KS,company,1,
코디,코디,,080530.KQ,company,1,
퓨처코어,퓨처코어,,151910.KQ,company,1,
에스바이오메딕스,에스바이오메딕스,,304360.KQ,company,1,
닷밀,닷밀,,464580.KQ,company,1,
한올바이오파마,한올바이오파마,,009420.KS,company,1,
현대약품,현대약품,,004310.KS,company,1,
환인제약,환인제약,,016580.KS,company,1,
한국파마,한국파마,,032300.KQ,company,1,
대화제약,대화제약,,067080.KQ,company,1,
바이넥스,바이넥스,,053030.KQ,company,1,
조아제약,조아제약,,034940.KQ,company,1,
비씨월드제약,비씨월드제약,,200780.KQ,company,1,
셀트리온제약,셀트리온제약,,068760.KQ,company,1,
위더스제약,위더스제약,,330350.KQ,company,1,
한미약품,한미약품,,128940.KS,company,1,
헬릭스미스,헬릭스미스,,084990.KQ,company,1,
알체라,알체라,,347860.KQ,company,1,
세원이앤씨,세원이앤씨,,091090.KS,company,1,
세토피아,세토피아,,222810.KQ,company,1,
한국타이어앤테크놀로지,한국타이어앤테크놀로지,,161390.KS,company,1,
코오롱티슈진,코오롱티슈진,,950160.KQ,company,1,
현대코퍼레이션홀딩스,현대코퍼레이션홀딩스,,227840.KS,company,1,
리메드,리메드,,302550.KQ,company,1,
HDC현대산업개발,HDC현대산업개발,,294870.KS,company,1,
코오롱모빌리티그룹,코오롱모빌리티그룹,,450140.KS,company,1,
월덱스,월덱스,,101160.KQ,company,1,
대원강업,대원강업,,000430.KS,company,1,
에쓰씨엔지니어링,에쓰씨엔지니어링,,023960.KS,company,1,
알에프세미,알에프세미,,096610.KQ,company,1,
피엔케이피부임상연구센타,피엔케이피부임상연구센타,,347740.KQ,company,1,
코칩,코칩,,126730.KQ,company,1,
SK증권제12호스팩,SK증권제12호스팩,,473000.KQ,company,1,
코아스템켐온,코아스템켐온,,166480.KQ,company,1,
종근당,종근당,,185750.KS,company,1,
HK이노엔,HK이노엔,,195940.KQ,company,1,
일동제약,일동제약,,249420.KS,company,1,
제주은행,제주은행,,006220.KS,company,1,
빌리언스,빌리언스,,044480.KQ,company,1,
아이에스동서,아이에스동서,,010780.KS,company,1,
경창산업,경창산업,,024910.KQ,company,1,
TCC스틸,TCC스틸,,002710.KS,company,1,
대동기어,대동기어,,008830.KQ,company,1,
키다리스튜디오,키다리스튜디오,,020120.KS,company,1,
포스코엠텍,포스코엠텍,,009520.KQ,company,1,
서울반도체,서울반도체,,046890.KQ,company,1,
코스맥스비티아이,코스맥스비티아이,,044820.KS,company,1,
태광,태광,,023160.KQ,company,1,
씨티알모빌리티,씨티알모빌리티,,308170.KS,company,1,
SBI인베스트먼트,SBI인베스트먼트,,019550.KQ,company,1,
KEC,KEC,,092220.KS,company,1,
코스맥스,코스맥스,,192820.KS,company,1,
오텍,오텍,,067170.KQ,company,1,
두산퓨얼셀,두산퓨얼셀,,336260.KS,company,1,
서울바이오시스,서울바이오시스,,092190.KQ,company,1,
폴라리스AI파마,폴라리스AI파마,,041910.KQ,company,1,
유안타제11호스팩,유안타제11호스팩,,444920.KQ,company,1,
유안타제12호스팩,유안타제12호스팩,,446150.KQ,company,1,
유안타제14호스팩,유안타제14호스팩,,450940.KQ,company,1,
지오엘리먼트,지오엘리먼트,,311320.KQ,company,1,
한화갤러리아,한화갤러리아,,452260.KS,company,1,
애경케미칼,애경케미칼,,161000.KS,company,1,
테라젠이텍스,테라젠이텍스,,066700.KQ,company,1,
모비스,모비스,,250060.KQ,company,1,
대한광통신,대한광통신,,010170.KQ,company,1,
이건홀딩스,이건홀딩스,,039020.KQ,company,1,
인크레더블버즈,인크레더블버즈,,064090.KQ,company,1,
형지I&C,형지I&C,,011080.KQ,company,1,
제룡산업,제룡산업,,147830.KQ,company,1,
신한제11호스팩,신한제11호스팩,,452980.KQ,company,1,
신한제13호스팩,신한제13호스팩,,474930.KQ,company,1,
신한제12호스팩,신한제12호스팩,,474660.KQ,company,1,
솔루스첨단소재,솔루스첨단소재,,336370.KS,company,1,
깨끗한나라,깨끗한나라,,004540.KS,company,1,
KD,KD,,044180.KQ,company,1,
동원개발,동원개발,,013120.KQ,company,1,
태경비케이,태경비케이,,014580.KS,company,1,
티앤알바이오팹,티앤알바이오팹,,246710.KQ,company,1,
성일하이텍,성일하이텍,,365340.KQ,company,1,
엑스큐어,엑스큐어,,070300.KQ,company,1,
일양약품,일양약품,,007570.KS,company,1,
한신기계공업,한신기계공업,,011700.KS,company,1,
케이쓰리아이,케이쓰리아이,,431190.KQ,company,1,
셀트리온,셀트리온,,068270.KS,company,1,
세우글로벌,세우글로벌,,013000.KS,company,1,
엠에스씨,엠에스씨,,009780.KQ,company,1,
바른손,바른손,,018700.KQ,company,1,
삼양홀딩스,삼양홀딩스,,000070.KS,company,1,
서원,서원,,021050.KS,company,1,
서울전자통신,서울전자통신,,027040.KQ,company,1,
영풍,영풍,,000670.KS,company,1,
시그네틱스,시그네틱스,,033170.KQ,company,1,
좋은사람들,좋은사람들,,033340.KQ,company,1,
한국석유공업,한국석유공업,,004090.KS,company,1,
한진중공업홀딩스,한진중공업홀딩스,,003480.KS,company,1,
바른손이앤에이,바른손이앤에이,,035620.KQ,company,1,
파라다이스,파라다이스,,034230.KS,company,1,
삼현,삼현,,437730.KQ,company,1,
HS화성,HS화성,,002460.KS,company,1,
베뉴지,베뉴지,,019010.KQ,company,1,
콘텐트리중앙,콘텐트리중앙,,036420.KS,company,1,
데브시스터즈,데브시스터즈,,194480.KQ,company,1,
HLB,HLB,,028300.KQ,company,1,
오스템,오스템,,031510.KQ,company,1,
국보디자인,국보디자인,,066620.KQ,company,1,
한국경제TV,한국경제TV,,039340.KQ,company,1,
삼아알미늄,삼아알미늄,,006110.KS,company,1,
아남전자,아남전자,,008700.KS,company,1,
제이씨케미칼,제이씨케미칼,,137950.KQ,company,1,
KPX케미칼,KPX케미칼,,025000.KS,company,1,
씨젠,씨젠,,096530.KQ,company,1,
제이투케이바이오,제이투케이바이오,,420570.KQ,company,1,
삼성증권,삼성증권,,016360.KS,company,1,
LG이노텍,LG이노텍,,011070.KS,company,1,
삼성생명,삼성생명,,032830.KS,company,1,
엔텔스,엔텔스,,069410.KQ,company,1,
삼성중공업,삼성중공업,,010140.KS,company,1,
한솔인티큐브,한솔인티큐브,,070590.KQ,company,1,
신세계,신세계,,004170.KS,company,1,
현대차증권,현대차증권,,001500.KS,company,1,
에스원,에스원,,012750.KS,company,1,
화천기공,화천기공,,000850.KS,company,1,
일진다이아,일진다이아,,081000.KS,company,1,
에어레인,에어레인,,163280.KQ,company,1,
유아이디,유아이디,,069330.KQ,company,1,
나무가,나무가,,190510.KQ,company,1,
키움증권,키움증권,,039490.KS,company,1,
씨앤씨인터내셔널,씨앤씨인터내셔널,,352480.KQ,company,1,
비피도,비피도,,238200.KQ,company,1,
동방메디컬,동방메디컬,,240550.KQ,company,1,
유니슨,유니슨,,018000.KQ,company,1,
제일일렉트릭,제일일렉트릭,,199820.KQ,company,1,
신한서부티엔디리츠,신한서부티엔디리츠,,404990.KS,company,1,
가비아,가비아,,079940.KQ,company,1,
고려제강,고려제강,,002240.KS,company,1,
흥국화재,흥국화재,,000540.KS,company,1,
KCC건설,KCC건설,,021320.KQ,company,1,
대성창투,대성창투,,027830.KQ,company,1,
대현,대현,,016090.KS,company,1,
LX세미콘,LX세미콘,,108320.KS,company,1,
자화전자,자화전자,,033240.KS,company,1,
코웰패션,코웰패션,,033290.KQ,company,1,
라이온켐텍,라이온켐텍,,171120.KQ,company,1,
코아스,코아스,,071950.KS,company,1,
시지메드텍,시지메드텍,,056090.KQ,company,1,
티에스이,티에스이,,131290.KQ,company,1,
텔코웨어,텔코웨어,,078000.KS,company,1,
KTcs,KTcs,,058850.KS,company,1,
SOOP,SOOP,,067160.KQ,company,1,
웅진씽크빅,웅진씽크빅,,095720.KS,company,1,
CG인바이츠,CG인바이츠,,083790.KQ,company,1,
엘브이엠씨,엘브이엠씨,,900140.KS,company,1,
시디즈,시디즈,,134790.KS,company,1,
성창오토텍,성창오토텍,,080470.KQ,company,1,
씨케이솔루션,씨케이솔루션,,480370.KS,company,1,
이녹스,이녹스,,088390.KQ,company,1,
티와이홀딩스,티와이홀딩스,,363280.KS,company,1,
에스와이,에스와이,,109610.KQ,company,1,
유니테스트,유니테스트,,086390.KQ,company,1,
코셈,코셈,,360350.KQ,company,1,
셀로맥스사이언스,셀로맥스사이언스,,471820.KQ,company,1,
광동제약,광동제약,,009290.KS,company,1,
효성,효성,,004800.KS,company,1,
유안타증권,유안타증권,,003470.KS,company,1,
한국선재,한국선재,,025550.KQ,company,1,
동원수산,동원수산,,030720.KS,company,1,
에너토크,에너토크,,019990.KQ,company,1,
코콤,코콤,,015710.KQ,company,1,
선도전기,선도전기,,007610.KS,company,1,
일신석재,일신석재,,007110.KS,company,1,
한국주철관공업,한국주철관공업,,000970.KS,company,1,
한신공영,한신공영,,004960.KS,company,1,
케이엘넷,케이엘넷,,039420.KQ,company,1,
이스트에이드,이스트에이드,,239340.KQ,company,1,
상신브레이크,상신브레이크,,041650.KS,company,1,
신풍,신풍,,002870.KS,company,1,
툴젠,툴젠,,199800.KQ,company,1,
ISC,ISC,,095340.KQ,company,1,
에스코넥,에스코넥,,096630.KQ,company,1,
아이윈플러스,아이윈플러스,,123010.KQ,company,1,
KX,KX,,122450.KQ,company,1,
디티앤씨,디티앤씨,,187220.KQ,company,1,
앤디포스,앤디포스,,238090.KQ,company,1,
아이스크림에듀,아이스크림에듀,,289010.KQ,company,1,
와이씨,와이씨,,232140.KQ,company,1,
모비릭스,모비릭스,,348030.KQ,company,1,
엠에프씨,엠에프씨,,432980.KQ,company,1,
이녹스첨단소재,이녹스첨단소재,,272290.KQ,company,1,
솔트웨어,솔트웨어,,328380.KQ,company,1,
